"realm","biome","eco_id","eco_name","species_group","kingdom","habitat_id","habitat","CF_occ_avg_reg","CF_occ_avg_glo","CF_occ_mar_reg","CF_occ_mar_glo","CF_tra_avg_reg","CF_tra_avg_glo","CF_tra_mar_reg","CF_tra_mar_glo","quality_reg","quality_glo"
"AA",1,10102,"Banda Sea Islands moist deciduous forests","Eukaryota",NA,14,"Urban_Intense",8.53776288155638e-11,1.34948453742841e-14,1.10982424448824e-10,2.22775953284977e-14,1.47847682409597e-08,2.64271793697968e-12,1.99188515488438e-08,4.55467369943513e-12,"proxy_type","proxy_type"
"AA",1,10102,"Banda Sea Islands moist deciduous forests","Eukaryota",NA,15,"Urban_Light",1.33680472975712e-11,6.60844846988838e-15,2.14590957450943e-11,1.12839263707356e-14,2.59314418691829e-09,1.31867748479922e-12,4.32294025032364e-09,2.34146692487435e-12,"proxy_type","proxy_type"
"AA",1,10102,"Banda Sea Islands moist deciduous forests","Eukaryota",NA,16,"Urban_Minimal",0,0,0,0,0,0,0,0,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,2,"Cropland_Intense",5.10910704669636e-11,1.85330875873084e-14,7.64615149689911e-11,2.8288787366328e-14,9.03937463758901e-09,3.3642099223273e-12,1.37690371036555e-08,5.25161953050585e-12,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,3,"Cropland_Light",4.09424152983104e-11,1.82174406785672e-14,6.15038606454291e-11,2.78235693378511e-14,7.28923252779169e-09,3.30977640994216e-12,1.11511259637317e-08,5.1701963719746e-12,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,4,"Cropland_Minimal",2.86108510350833e-11,9.63517318371744e-15,4.27673110380823e-11,1.47034049050389e-14,5.05199149476545e-09,1.74838770830361e-12,7.68474890574085e-09,2.72849509542059e-12,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,5,"Managed_forest_Intense",8.65281800863928e-10,4.40675825546053e-13,8.99006420695531e-10,4.57813540431301e-13,1.31845758860335e-07,6.92461736433044e-11,1.36975345775016e-07,7.19371575815222e-11,"proxy_intensity","proxy_intensity"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,6,"Managed_forest_Light",3.41460310945701e-10,1.23464815473069e-13,3.55052706582709e-10,1.28275425402482e-13,5.14028265016196e-08,1.93656923524783e-11,5.34453429286509e-08,2.01196126051611e-11,"proxy_intensity","proxy_intensity"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,7,"Managed_forest_Minimal",9.37415245271916e-11,2.79921586941551e-14,9.75062853566887e-11,2.90843303686024e-14,1.40383508313818e-08,4.38483537135999e-12,1.46012227274329e-08,4.55576271813537e-12,"original","original"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,8,"Pasture_Intense",2.91083156548405e-11,1.03961778245664e-14,4.40037351581548e-11,1.66563300569109e-14,5.05952240712849e-09,1.90152931917904e-12,7.82456249366083e-09,3.13346828828504e-12,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,9,"Pasture_Light",2.37672589106248e-11,1.02300584695674e-14,3.62762751707652e-11,1.64159879803592e-14,4.17135105955887e-09,1.8739051132489e-12,6.51915322099052e-09,3.09286700715832e-12,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,10,"Pasture_Minimal",9.38664106727807e-12,5.98645117030393e-15,1.47144578639661e-11,9.63028064336212e-15,1.69235428107805e-09,1.09913598003808e-12,2.72030597128265e-09,1.81867153526687e-12,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,11,"Plantation_Intense",5.59109755970978e-11,2.6343800487949e-14,7.55119944547662e-11,3.50360110847834e-14,1.07858980589872e-08,5.04674161957533e-12,1.46857926565327e-08,6.76120716652227e-12,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,12,"Plantation_Light",4.635040594257e-11,2.60464444139562e-14,6.23704829711257e-11,3.46272793457436e-14,8.94231167014994e-09,4.98940177158923e-12,1.21348293689455e-08,6.68186624275866e-12,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,13,"Plantation_Minimal",1.62360446308434e-11,2.84829689917102e-15,2.21896292444817e-11,3.80323616739144e-15,3.1312579319257e-09,5.46082298216707e-13,4.30998438597961e-09,7.34473895519645e-13,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,14,"Urban_Intense",8.53776288155638e-11,1.7787148386731e-14,1.10982424448824e-10,2.95310547374214e-14,1.47847682409597e-08,3.50939676895713e-12,1.99188515488438e-08,6.08304513692857e-12,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,15,"Urban_Light",1.33680472975712e-11,8.713809017207e-15,2.14590957450943e-11,1.49689477576783e-14,2.59314418691829e-09,1.75298995589507e-12,4.32294025032364e-09,3.1305786684824e-12,"proxy_type","proxy_type"
"AA",1,10103,"Biak-Numfoor rain forests","Eukaryota",NA,16,"Urban_Minimal",0,0,0,0,0,0,0,0,"proxy_type","proxy_type"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,2,"Cropland_Intense",4.8309192318353e-11,1.02057275623886e-14,4.91084524116647e-11,1.03725649231811e-14,7.26166132123592e-09,1.58480514352579e-12,7.38185452144906e-09,1.61069651164386e-12,"proxy_partial","proxy_partial"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,3,"Cropland_Light",3.69028266520158e-11,9.33563393303238e-15,3.75165160893178e-11,9.48831570296341e-15,5.58028571423385e-09,1.4565474454121e-12,5.67312454202751e-09,1.48035218349625e-12,"original","original"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,4,"Cropland_Minimal",2.74528003635767e-11,5.45962696275317e-15,2.79063038072336e-11,5.54886274099517e-15,4.11927539414454e-09,8.46288846117821e-13,4.18735163431742e-09,8.60112951928188e-13,"proxy_intensity","proxy_intensity"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,5,"Managed_forest_Intense",2.63271013920456e-11,4.04975395355753e-15,2.67590002612496e-11,4.11593373766937e-15,3.89445727902371e-09,6.17169086568737e-13,3.95836460901025e-09,6.27250572745428e-13,"proxy_intensity","proxy_intensity"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,6,"Managed_forest_Light",1.38005965356347e-11,1.60949773024691e-15,1.4026095978626e-11,1.63576294438585e-15,2.03157893784762e-09,2.4227017476958e-13,2.06478030235484e-09,2.4622278843199e-13,"proxy_intensity","proxy_intensity"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,7,"Managed_forest_Minimal",4.18793773580667e-12,4.43188185675352e-16,4.25628857394245e-12,4.50416261423384e-16,6.15633284061728e-10,6.63610343152354e-14,6.25682275003931e-10,6.74431336768942e-14,"original","original"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,8,"Pasture_Intense",3.71306630005578e-11,9.87215944651756e-15,3.77481750492845e-11,1.00338172706107e-14,5.61541986349833e-09,1.53950909379544e-12,5.70884834063987e-09,1.56470191255776e-12,"proxy_partial","proxy_partial"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,9,"Pasture_Light",3.01113610520426e-11,9.33671721306758e-15,3.06146757739941e-11,9.48966390432288e-15,4.58072718226631e-09,1.46058127957163e-12,4.65732219945738e-09,1.48449001831307e-12,"original","original"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,10,"Pasture_Minimal",1.16617036032055e-11,5.11343928981745e-15,1.1859487375694e-11,5.19725839585608e-15,1.80427923773556e-09,8.04327137263753e-13,1.8348757158454e-09,8.17500657489572e-13,"proxy_intensity","proxy_intensity"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,11,"Plantation_Intense",5.59109755970978e-11,2.01824657262185e-14,7.55119944547662e-11,2.6848631233198e-14,1.07858980589872e-08,3.84067481545169e-12,1.46857926565327e-08,5.14260349423709e-12,"proxy_type","proxy_type"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,12,"Plantation_Light",4.635040594257e-11,1.94531720149034e-14,6.23704829711257e-11,2.58461782383959e-14,8.94231167014994e-09,3.70004345056137e-12,1.21348293689455e-08,4.94801242376127e-12,"proxy_type","proxy_type"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,13,"Plantation_Minimal",1.62360446308434e-11,2.75446051112494e-15,2.21896292444817e-11,3.70108186865802e-15,3.1312579319257e-09,5.2627688933848e-13,4.30998438597961e-09,7.11852681470381e-13,"proxy_type","proxy_type"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,14,"Urban_Intense",8.53776288155638e-11,1.64876815559609e-14,1.10982424448824e-10,2.56407730249311e-14,1.47847682409597e-08,3.12813663196255e-12,1.99188515488438e-08,5.11048431274647e-12,"proxy_type","proxy_type"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,15,"Urban_Light",1.33680472975712e-11,6.48987054291406e-15,2.14590957450943e-11,1.10554112194852e-14,2.59314418691829e-09,1.29476587838576e-12,4.32294025032364e-09,2.29904341007104e-12,"proxy_type","proxy_type"
"AA",1,10104,"Buru rain forests","Eukaryota",NA,16,"Urban_Minimal",0,0,0,0,0,0,0,0,"proxy_type","proxy_type"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,2,"Cropland_Intense",1.70707887467521e-12,9.80229920671321e-15,1.71664473717615e-12,9.85809258275712e-15,2.57300230359011e-10,1.48459010063759e-12,2.58754173677573e-10,1.49312069236073e-12,"proxy_partial","proxy_partial"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,3,"Cropland_Light",1.32508353495902e-12,7.69883452305425e-15,1.33291770267866e-12,7.7450922884856e-15,2.0099152827323e-10,1.17452514982402e-12,2.02190208044293e-10,1.18165012791431e-12,"original","original"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,4,"Cropland_Minimal",1.23491566953044e-12,7.19705859149186e-15,1.24233373433392e-12,7.24098223752014e-15,1.86443303400585e-10,1.09314998897942e-12,1.87572996951219e-10,1.09988498124242e-12,"original","original"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,5,"Managed_forest_Intense",9.37856223182625e-13,5.30529742343199e-15,9.42723018288122e-13,5.33319264329835e-15,1.40144492898538e-10,7.95359595176873e-13,1.40876599709144e-10,7.99574489859961e-13,"proxy_intensity","proxy_intensity"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,6,"Managed_forest_Light",4.77496544759203e-13,2.66779138641637e-15,4.79828962073632e-13,2.68093382876345e-15,7.09038985745649e-11,3.96884021884086e-13,7.1251724029503e-11,3.98849384290849e-13,"original","original"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,7,"Managed_forest_Minimal",1.41502671472567e-13,7.86120473749085e-16,1.4217440127535e-13,7.89873275407101e-16,2.08133487152986e-11,1.15764617838219e-13,2.09124304894332e-11,1.16319180349666e-13,"original","original"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,8,"Pasture_Intense",1.3309932489693e-12,7.74743110074763e-15,1.33887557478945e-12,7.79408392137753e-15,2.01913974728021e-10,1.1821249695315e-12,2.03120167363167e-10,1.18931168811538e-12,"proxy_partial","proxy_partial"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,9,"Pasture_Light",1.09591919375934e-12,6.45299129541905e-15,1.10273586125253e-12,6.49377604797966e-15,1.67262465752156e-10,9.91315769030845e-13,1.68311573127302e-10,9.97637494609889e-13,"original","original"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,10,"Pasture_Minimal",6.69379487775635e-13,4.10310543730993e-15,6.74260797379783e-13,4.13322374719026e-15,1.03694333410588e-10,6.40637315706446e-13,1.04453079836999e-10,6.45355123552603e-13,"original","original"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,11,"Plantation_Intense",5.59109755970978e-11,3.29804927163672e-13,7.55119944547662e-11,4.44847156145615e-13,1.07858980589872e-08,6.37175513382658e-11,1.46857926565327e-08,8.66197140286326e-11,"proxy_type","proxy_type"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,12,"Plantation_Light",4.635040594257e-11,2.77159466517734e-13,6.23704829711257e-11,3.72483170458581e-13,8.94231167014994e-09,5.35658074372157e-11,1.21348293689455e-08,7.2572785632237e-11,"proxy_type","proxy_type"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,13,"Plantation_Minimal",1.62360446308434e-11,9.14926695781749e-14,2.21896292444817e-11,1.24953230282086e-13,3.1312579319257e-09,1.76542173732556e-11,4.30998438597961e-09,2.42808323154388e-11,"proxy_type","proxy_type"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,14,"Urban_Intense",8.53776288155638e-11,4.81751241464977e-13,1.10982424448824e-10,6.31062446481801e-13,1.47847682409597e-08,8.39763973052575e-11,1.99188515488438e-08,1.14229306574951e-10,"proxy_type","proxy_type"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,15,"Urban_Light",1.33680472975712e-11,7.99823989492631e-14,2.14590957450943e-11,1.29097344858988e-13,2.59314418691829e-09,1.56851458667892e-11,4.32294025032364e-09,2.62971938549320e-11,"proxy_type","proxy_type"
"AA",1,10105,"Central Range montane rain forests","Eukaryota",NA,16,"Urban_Minimal",0,0,0,0,0,0,0,0,"proxy_type","proxy_type"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,2,"Cropland_Intense",5.10910704669636e-11,3.55239053361015e-14,7.64615149689911e-11,5.37270051345179e-14,9.03937463758901e-09,6.36520506381312e-12,1.37690371036555e-08,9.82604694840467e-12,"proxy_type","proxy_type"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,3,"Cropland_Light",4.09424152983104e-11,3.25483898444377e-14,6.15038606454291e-11,4.9341524357106e-14,7.28923252779169e-09,5.85207550390848e-12,1.11511259637317e-08,9.0584935116988e-12,"proxy_type","proxy_type"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,4,"Cropland_Minimal",2.86108510350833e-11,1.89920426517796e-14,4.27673110380823e-11,2.86985728465741e-14,5.05199149476545e-09,3.39858854616536e-12,7.68474890574085e-09,5.2410174221712e-12,"proxy_type","proxy_type"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,5,"Managed_forest_Intense",3.39079653510086e-10,1.39335442460316e-13,3.89319119926068e-10,1.60789845648122e-13,5.00613196224872e-08,2.09576942279418e-11,5.74853452740484e-08,2.41917806134583e-11,"proxy_intensity","proxy_intensity"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,6,"Managed_forest_Light",1.81419431493288e-10,6.40780951503079e-14,2.08112373864302e-10,7.37382464315991e-14,2.66772713600867e-08,9.53433549865114e-12,3.06043518587828e-08,1.09741138134325e-11,"proxy_intensity","proxy_intensity"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,7,"Managed_forest_Minimal",5.53774239165845e-11,1.8655649352857e-14,6.3509183022569e-11,2.14473726993073e-14,8.13385052991907e-09,2.76539850400464e-12,9.32868608666574e-09,3.17980168576266e-12,"original","original"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,8,"Pasture_Intense",2.91083156548405e-11,2.02143184007965e-14,4.40037351581548e-11,3.16318194409e-14,5.05952240712849e-09,3.62188563039653e-12,7.82456249366083e-09,5.81931883360368e-12,"proxy_type","proxy_type"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,9,"Pasture_Light",2.37672589106248e-11,1.86483575103963e-14,3.62762751707652e-11,2.93661816276545e-14,4.17135105955887e-09,3.36147993525495e-12,6.51915322099052e-09,5.43658186508497e-12,"proxy_type","proxy_type"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,10,"Pasture_Minimal",9.38664106727807e-12,9.76007519374755e-15,1.47144578639661e-11,1.55523144720062e-14,1.69235428107805e-09,1.77926776433628e-12,2.72030597128265e-09,2.91270163527765e-12,"proxy_type","proxy_type"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,11,"Plantation_Intense",1.65491353545244e-09,1.6655839646286e-12,1.91923079219707e-09,1.94227195445626e-12,2.54922093885861e-07,2.59512564235905e-10,2.95688717339605e-07,3.02633809562005e-10,"proxy_intensity","proxy_intensity"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,12,"Plantation_Light",1.4780988151098e-09,1.61374311174804e-12,1.71659005375204e-09,1.88285909172074e-12,2.28858405727909e-07,2.51870871164746e-10,2.6581809907494e-07,2.93875950918171e-10,"proxy_intensity","proxy_intensity"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,13,"Plantation_Minimal",3.59404120719841e-10,2.17791446188635e-13,4.14051648371102e-10,2.52784389800344e-13,5.40239959027297e-08,3.34367161465363e-11,6.22512659883659e-08,3.88173475216467e-11,"original","original"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,14,"Urban_Intense",8.53776288155638e-11,4.3872337321102e-14,1.10982424448824e-10,6.47468039542039e-14,1.47847682409597e-08,8.10918672870452e-12,1.99188515488438e-08,1.25443094456928e-11,"proxy_type","proxy_type"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,15,"Urban_Light",1.33680472975712e-11,1.42511454984863e-14,2.14590957450943e-11,2.39538494649784e-14,2.59314418691829e-09,2.83012142873353e-12,4.32294025032364e-09,4.94397486562363e-12,"proxy_type","proxy_type"
"AA",1,10106,"Halmahera rain forests","Eukaryota",NA,16,"Urban_Minimal",1.23261171797972e-10,1.58230012570217e-13,1.43530879866586e-10,1.84754851481507e-13,1.93141986125792e-08,2.4829500737112e-11,2.24903967365129e-08,2.89904720081107e-11,"original","original"
"AA",1,10107,"Huon Peninsula montane rain forests","Eukaryota",NA,2,"Cropland_Intense",2.46315981991417e-11,1.58909603699693e-14,2.51166218248388e-11,1.61959805840062e-14,3.72754297293804e-09,2.42068892166318e-12,3.80099224736402e-09,2.46711767382223e-12,"proxy_intensity","proxy_intensity"
"AA",1,10107,"Huon Peninsula montane rain forests","Eukaryota",NA,3,"Cropland_Light",2.06154292513555e-11,1.35661805139725e-14,2.10267698868944e-11,1.38285489537747e-14,3.13944465564286e-09,2.08026521460099e-12,3.20210433354322e-09,2.12044835384306e-12,"proxy_intensity","proxy_intensity"
"AA",1,10107,"Huon Peninsula montane rain forests","Eukaryota",NA,4,"Cropland_Minimal",1.36000284411277e-11,8.71519891845488e-15,1.38666356378251e-11,8.88204808080367e-15,2.05377093947986e-09,1.32456825219473e-12,2.09406305653044e-09,1.34991078320886e-12,"original","original"
"AA",1,10107,"Huon Peninsula montane rain forests","Eukaryota",NA,5,"Managed_forest_Intense",1.00597360692933e-11,6.11435075236913e-15,1.02499081818038e-11,6.22878923760375e-15,1.50385977885002e-09,9.17640771485368e-13,1.53231358751016e-09,9.34816934391189e-13,"proxy_intensity","proxy_intensity"
"AA",1,10107,"Huon Peninsula montane rain forests","Eukaryota",NA,6,"Managed_forest_Light",5.0746274781028e-12,3.01689795377712e-15,5.16925964992823e-12,3.07286437465563e-15,7.53758075350002e-10,4.49168668431363e-13,7.67822358046691e-10,4.57502267613406e-13,"original","original"
"AA",1,10107,"Huon Peninsula montane rain forests","Eukaryota",NA,7,"Managed_forest_Minimal",1.497519390697e-12,8.811693757086e-16,1.52526968122133e-12,8.97447025723237e-16,2.203110765859e-10,1.29830488013704e-13,2.24395201403379e-10,1.32229074105766e-13,"original","original"
