"species_group","kingdom","habitat_id","habitat","CF_occ_avg_reg","CF_occ_avg_reg_rsd","CF_occ_avg_glo","CF_occ_avg_glo_rsd","CF_occ_mar_reg","CF_occ_mar_reg_rsd","CF_occ_mar_glo","CF_occ_mar_glo_rsd","CF_tra_avg_reg","CF_tra_avg_reg_rsd","CF_tra_avg_glo","CF_tra_avg_glo_rsd","CF_tra_mar_reg","CF_tra_mar_reg_rsd","CF_tra_mar_glo","CF_tra_mar_glo_rsd","quality","weighting"
"Reptiles","Animalia",16,"Urban_Minimal",6.36241616151499e-12,2.64889989125265,8.27902421952467e-15,5.00840791329934,1.40546896863456e-11,2.06135244875442,1.39287184281489e-14,4.60178224089309,3.02596191493603e-09,1.51423857532036,2.38786757176486e-12,3.61427146782119,6.76291376005719e-09,1.55026199683882,4.17210061419042e-12,2.99858076344583,"original","land_use"
"Plants","Plantae",2,"Cropland_Intense",3.75380274138758e-12,2.16856658715614,2.96514185679346e-15,2.45640201122118,1.29995842238427e-11,1.81549208029529,8.15065506469905e-15,1.96546105336778,1.32184679447695e-09,1.89030959184139,8.7641745988361e-13,1.72022527804099,4.98976834046776e-09,1.63325037396394,2.66644561105744e-12,1.32127530602191,"original","land_use"
"Plants","Plantae",3,"Cropland_Light",2.45816797596084e-12,3.14137231867689,3.13823024280659e-15,2.68737464818583,7.79465627829036e-12,2.01831568953999,7.25556326538249e-15,2.16514059420498,7.86960924951874e-10,2.03059947379155,8.37134978027844e-13,2.37702524788085,2.77298825735941e-09,1.4351735723725,2.0787132482832e-12,1.78168417095786,"original","land_use"
"Plants","Plantae",4,"Cropland_Minimal",1.92715040417988e-12,5.69942847801177,2.50519080142536e-15,1.96181995764973,4.29157257477434e-12,4.9029111621071,4.94153963342134e-15,2.40356716395649,4.08149693272313e-10,11.6674363193226,3.299690628206e-13,3.44651278482519,1.03304869077615e-09,10.9883817238401,7.03851337232034e-13,3.7942800336918,"original","land_use"
"Plants","Plantae",5,"Managed_forest_Intense",2.90245635076001e-12,2.7549157908504,5.73238439646029e-15,2.17321738316521,5.46070747709555e-12,2.3235537991256,1.08962052822992e-14,2.29567127145974,7.01623215166239e-10,2.54106620195085,9.9247798504684e-13,2.47203328035378,1.45862575640595e-09,2.56277266514345,1.93439063507554e-12,2.49879032796699,"original","land_use"
"Plants","Plantae",6,"Managed_forest_Light",1.8171520077107e-12,2.75278404486422,2.76179606366757e-15,2.58901135131106,3.65072088794757e-12,2.28693159183504,5.40105142238268e-15,2.4149914238087,6.75202027000533e-10,2.61192455330962,6.55568306146029e-13,2.18498578030531,1.46374582935491e-09,2.17925219375444,1.34874147511455e-12,2.04786951991344,"original","land_use"
"Plants","Plantae",7,"Managed_forest_Minimal",7.24207080510803e-13,4.78843249809834,9.38198532466436e-16,2.44638540293394,1.23728622700623e-12,3.61175874622579,1.59832279866832e-15,2.20909046593568,2.90918832079898e-10,5.47660862689001,2.61577468280139e-13,1.98839338015113,5.22724637789513e-10,3.68991112458917,4.77126294430099e-13,1.94268938031942,"original","land_use"
"Plants","Plantae",8,"Pasture_Intense",3.20243635568874e-12,1.84599615063767,3.75085826334913e-15,2.05859606466171,1.02639549230267e-11,2.01136384390683,9.90112436852676e-15,2.15142742385513,1.17115862371632e-09,1.55832729199913,1.0124267616549e-12,1.56132111475333,4.14356731903856e-09,1.76548396492563,2.78407795947019e-12,1.50540179394434,"original","land_use"
"Plants","Plantae",9,"Pasture_Light",1.67796310575181e-12,2.78012079301977,2.62927164665813e-15,2.32414384779454,3.70529009398265e-12,2.31051707424259,6.19415532059769e-15,3.06654434697575,4.34748834166598e-10,3.99497404355041,5.02955918503837e-13,2.45770415954329,1.03852970104636e-09,2.95123338635722,1.20559140702417e-12,2.88460689957108,"original","land_use"
"Plants","Plantae",10,"Pasture_Minimal",7.73359241882408e-13,11.6480077275309,3.15455126895404e-16,3.60099407906888,1.12837227954371e-12,11.7292173150331,4.96829809811881e-16,3.3107532042603,3.70991918540525e-10,16.9285822096075,6.87827800937605e-14,3.7082630998104,5.35737612870304e-10,17.2363436651827,1.12139633471563e-13,3.43268981934533,"original","land_use"
"Plants","Plantae",11,"Plantation_Intense",5.68013178403616e-12,3.88958452766257,7.43858571783283e-15,1.14443572619313,9.85717996265294e-12,2.78953211121123,1.3286957886061e-14,1.22687260181004,2.12671458506688e-09,2.69957411297035,2.18762507423078e-12,0.951139626336747,3.87436040293365e-09,2.13609472935759,3.86867830695483e-12,1.06255002210422,"original","land_use"
"Plants","Plantae",12.5,"Plantation_MinimalLight",3.96183999506976e-12,3.10966001823892,5.50134899813666e-15,1.20778507801724,7.62082753846033e-12,2.10003813966025,1.12495132737113e-14,1.12967760745356,1.43927195678031e-09,2.05629743168954,1.36683472054801e-12,1.04671322443145,2.88233273569076e-09,1.78634773911711,2.70638545031451e-12,0.958954216866663,"original","land_use"
"Plants","Plantae",14,"Urban_Intense",5.84057655116341e-12,2.39596599837791,4.83343110346837e-15,1.88119485592182,1.26238410211196e-11,1.84392869139545,9.69884463173481e-15,1.72717999669142,1.9892091723151e-09,2.18251575067514,1.65872073302247e-12,1.62905925587941,4.64881655818058e-09,1.62631133562078,3.55218575117234e-12,1.41986153731113,"original","land_use"
"Plants","Plantae",15,"Urban_Light",2.61799307817876e-13,24.0509500710509,1.50665129312046e-16,3.34129632521924,4.82245324544833e-13,14.1952652235284,3.01528412557889e-16,2.30175208721833,8.15335947346975e-11,12.4246080604013,5.69132053559282e-14,1.9145043778355,1.81217699387163e-10,6.17049817047504,1.26085182005671e-13,1.36702947378829,"original","land_use"
"Plants","Plantae",16,"Urban_Minimal",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"original","land_use"
"Amphibians","Animalia",2.5,"Cropland_LightIntense",4.19814108785972e-12,2.36185433756187,5.53490017751423e-15,4.24477551983457,9.0578467052345e-12,2.96934099549344,9.56743245997419e-15,3.95013253127393,1.76882763296062e-09,2.08398462092462,1.40958471124968e-12,3.63971519576158,3.56662100171868e-09,2.8812560040766,2.40389205071711e-12,3.33275135431947,"original","ecoregion_area"
"Amphibians","Animalia",4,"Cropland_Minimal",3.06957426308238e-12,3.90647961584185,3.72970019744519e-15,5.71888711262601,5.60788436453856e-12,3.54380049581273,6.64366626480895e-15,5.17562087381386,1.23251923981527e-09,2.3892406770694,8.14003486255322e-13,4.74590596904789,2.04138290884007e-09,2.3692237668365,1.47261463944486e-12,4.44570000930814,"original","ecoregion_area"
"Amphibians","Animalia",5,"Managed_forest_Intense",1.78200316829974e-12,1.95145852147927,1.93603605347161e-15,3.68814668169751,3.04435234763336e-12,1.81948259786426,3.35945358705686e-15,3.84074717559884,8.03085546211173e-10,2.00680238011383,4.32504741754447e-13,3.19611788965239,1.24701970136363e-09,1.7593099247515,7.34166016912284e-13,3.31377487332446,"original","ecoregion_area"
"Amphibians","Animalia",6,"Managed_forest_Light",2.7014641034088e-12,12.5343915638499,8.93570840362741e-16,8.44480887220909,3.28422183415808e-12,10.8320163143042,1.41077809898179e-15,6.91615482968305,1.74091074936644e-09,14.0567124748365,2.02747525035537e-13,6.07295150191759,1.99112809789600e-09,12.8669102485143,3.21877914229716e-13,5.01245480106363,"original","ecoregion_area"
"Amphibians","Animalia",7,"Managed_forest_Minimal",2.03088959533179e-13,9.82454576056688,1.4384100506158e-16,5.88437775577366,2.91800720526258e-13,7.40016306542616,2.3515244420317e-16,5.62073323475955,1.09983041668437e-10,12.7001801410836,3.31228356545837e-14,4.43684760197752,1.44044371657856e-10,10.2072820235522,5.44379309927178e-14,4.19900465329037,"original","ecoregion_area"
"Amphibians","Animalia",8.5,"Pasture_LightIntense",2.46917713421591e-11,6.45523822367289,4.75859111549232e-15,3.94184449265613,3.1032722930866e-11,5.59506079221195,8.49810710294605e-15,3.94435536624212,1.64898788050844e-08,7.07168417764077,1.1606048630709e-12,3.35555375342568,1.93279958778123e-08,6.53328995704179,2.04951406564272e-12,3.30498295441708,"original","ecoregion_area"
"Amphibians","Animalia",10,"Pasture_Minimal",2.69890244946817e-11,3.33638800731771,4.18833104749323e-15,4.65502100879716,3.23355112185887e-11,3.05510319955147,7.42719770067885e-15,4.56193711996483,1.87130605956056e-08,3.53030781120323,9.68290759630139e-13,3.8226594395475,2.12942424834431e-08,3.34688123446216,1.70038985144014e-12,3.78869712005537,"original","ecoregion_area"
"Amphibians","Animalia",11.5,"Plantation_LightIntense",5.13186801473577e-12,3.91569754458644,9.37070590254797e-15,3.61572700619231,8.47124055819378e-12,3.27849904118471,1.53869334660624e-14,3.3485873560119,2.16295792944563e-09,2.66779737229182,2.48306481780927e-12,2.95080833069217,3.40946322079611e-09,2.42862442803768,3.99591136756252e-12,2.72567336849448,"original","ecoregion_area"
"Amphibians","Animalia",13,"Plantation_Minimal",3.91161476553625e-12,3.55080684563863,1.029184529787e-14,3.3498175657507,6.43493933630968e-12,2.75801451046856,1.81530109939983e-14,3.32069567918654,7.48553506494904e-10,3.55714290699721,1.90475555063457e-12,3.62654737430231,1.19872041987018e-09,2.88844361664154,3.25510215511777e-12,3.4923429286404,"original","ecoregion_area"
"Amphibians","Animalia",14,"Urban_Intense",4.37757733687769e-12,6.76257187697754,4.6886832053282e-15,4.66624137280133,8.57488597158255e-12,4.60746410844089,8.77085320956028e-15,4.51551151951219,2.09851307183983e-09,10.2010875852173,1.2719222589766e-12,3.72586276092181,3.65676032000641e-09,6.68697448773801,2.31245149240351e-12,3.58054614240906,"original","ecoregion_area"
"Amphibians","Animalia",15,"Urban_Light",1.30389217879599e-11,6.4074710866302,5.6138962408474e-15,4.57999111459564,1.77058446839948e-11,5.07567178746019,9.55660739858304e-15,4.4139647419854,8.40939209616728e-09,7.26967157610242,1.45021403562818e-12,3.72503558376285,1.03355058080506e-08,6.23710582507395,2.46068230068744e-12,3.51736154563439,"original","ecoregion_area"
